title,price,sold,location,link,category_link,preprocessed_text
SILVERQUEEN CASHEW 58gr BUY 1 GET 1 FREE/EDISI VALENTINE,18.999,8RB Terjual,KOTA BEKASI,https://shopee.co.id/SILVERQUEEN-CASHEW-58gr-BUY-1-GET-1-FREE-EDISI-VALENTINE-i.42962769.22419079934?sp_atk=c4544083-92b1-4d69-b32e-316d68f5ef6a&xptdk=c4544083-92b1-4d69-b32e-316d68f5ef6a,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,silverqueen cashew gr buy get freeedisi valentine
makaroni pedas pipa 500gram varian rasa,12.999,10RB+ Terjual,KAB. GRESIK,https://shopee.co.id/makaroni-pedas-pipa-500gram-varian-rasa-i.33759271.4446330325?sp_atk=1c3530b1-96e4-476b-9a65-bec20a1eeb3f&xptdk=1c3530b1-96e4-476b-9a65-bec20a1eeb3f,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,makaroni pedas pipa gram varian
Snack Makanan Ringan/Jajanan Serba 10000,10.950,10RB+ Terjual,KOTA MAKASSAR,https://shopee.co.id/Snack-Makanan-Ringan-Jajanan-Serba-10000-i.236750687.17511029843?sp_atk=06984c61-6157-4546-a027-fcfa56c36006&xptdk=06984c61-6157-4546-a027-fcfa56c36006,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,snack makan ringanjajanan serba
Fiona Keripik Buah dan Sayur Apel Nangka Okra Rambutan Paprika Mangga Bombay - Oleh Oleh Khas Malang Netto 50 Gram,10.500,10RB+ Terjual,KOTA BATU,https://shopee.co.id/Fiona-Keripik-Buah-dan-Sayur-Apel-Nangka-Okra-Rambutan-Paprika-Mangga-Bombay-Oleh-Oleh-Khas-Malang-Netto-50-Gram-i.539431042.13021333617?sp_atk=a4f70fba-90d6-4010-a79c-deb3a9400136&xptdk=a4f70fba-90d6-4010-a79c-deb3a9400136,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,fiona keripik buah sayur apel nangka okra rambutan paprika mangga bombay khas malang netto gram
Tricks Biskuit Kentang Potato Baked Chips - Netto 10 pc x 20gr,9.450,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Tricks-Biskuit-Kentang-Potato-Baked-Chips-Netto-10-pc-x-20gr-i.1521932.2731206369?sp_atk=d84225aa-5f05-45f6-9c06-aca38de19e05&xptdk=d84225aa-5f05-45f6-9c06-aca38de19e05,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,tricks biskuit kentang potato baked chips netto pc x gr
APELICIOUS Keripik Buah / Kripik Sayur Krupuk Buah Apel Nangka Mangga Fruta Cemilan khas Malang,9.900,10RB+ Terjual,KOTA MALANG,https://shopee.co.id/APELICIOUS-Keripik-Buah-Kripik-Sayur-Krupuk-Buah-Apel-Nangka-Mangga-Fruta-Cemilan-khas-Malang-i.11506929.4340033001?sp_atk=916a0c6c-202c-4b01-9b61-b2437bdac7a7&xptdk=916a0c6c-202c-4b01-9b61-b2437bdac7a7,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,apelicious keripik buah kripik sayur krupuk buah apel nangka mangga fruta cemilan khas malang
Snack Protein Anak Anti GTM - PROTY Original (Bundle 3 pcs) Chicken Chips - Bikin Lahap Anak Susah Makan (Gerakan Tutup Mulut),55.800,"2,9RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Snack-Protein-Anak-Anti-GTM-PROTY-Original-(Bundle-3-pcs)-Chicken-Chips-Bikin-Lahap-Anak-Susah-Makan-(Gerakan-Tutup-Mulut)-i.1096034061.25550120872?sp_atk=b42805d0-c075-4145-8c1e-a2da6d1b5ecb&xptdk=b42805d0-c075-4145-8c1e-a2da6d1b5ecb,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,snack protein anak anti gtm proty original bundle pcs chicken chips bikin lahap anak susah makan gera tutup mulut
cuanki lidah 150pcs murah/toping baso aci,33.700,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/cuanki-lidah-150pcs-murah-toping-baso-aci-i.126972268.5694104368?sp_atk=2e17f327-3ccb-47d7-85c9-71546664249b&xptdk=2e17f327-3ccb-47d7-85c9-71546664249b,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,cuanki lidah pcs murahtoping baso aci
Nabati AHH - Netto 20 x 5gr,9.500,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Nabati-AHH-Netto-20-x-5gr-i.1521932.414825390?sp_atk=fe204a6f-fc4c-4429-8a39-0ba3f940fc6c&xptdk=fe204a6f-fc4c-4429-8a39-0ba3f940fc6c,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,nabati ahh netto x gr
Tango Wafer 39g All Variant - ( Coklat / Vanilla / Strawberry / Milky Chocolate ),1.400,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Tango-Wafer-39g-All-Variant-(-Coklat-Vanilla-Strawberry-Milky-Chocolate-)-i.37513253.23855870090?sp_atk=d7b306f9-a7ef-43bf-a206-0356e10d2edb&xptdk=d7b306f9-a7ef-43bf-a206-0356e10d2edb,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,tango wafer g all variant coklat vanilla strawberry milky chocolate
"Basreng daun jeruk 1kg, basreng pedas , basreng original daun jeruk, rempah alami kriuk gurih enak",38.500,"9,9RB Terjual",KAB. BANDUNG,https://shopee.co.id/Basreng-daun-jeruk-1kg-basreng-pedas-basreng-original-daun-jeruk-rempah-alami-kriuk-gurih-enak-i.347655702.22646993374?sp_atk=6e8c75cc-9961-41e2-a8df-c3bf3b70b3c8&xptdk=6e8c75cc-9961-41e2-a8df-c3bf3b70b3c8,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,basreng daun jeruk kg basreng pedas basreng original daun jeruk rempah alami kriuk gurih enak
Mie Lidi Pedas Mi Biting Renyah,5.750,10RB+ Terjual,KAB. MOJOKERTO,https://shopee.co.id/Mie-Lidi-Pedas-Mi-Biting-Renyah-i.435814051.13344223786?sp_atk=c7ac0f77-dcc3-44e9-bc35-20101db5bc05&xptdk=c7ac0f77-dcc3-44e9-bc35-20101db5bc05,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,mie lidi pedas mi biting renyah
SILVERQUEEN MILK CHOCOLATE ORIGINAL 28 GRAM CASHEW ALMOND MEDE COKLAT CEMILAN ANAK 28 GR FRUIT NUT COKELAT MATCHA GREEN TEA GROSIR MURAH SNACK MAKANAN RINGAN 28gr ALL VARIAN DARK SILVER QUEEN VALENTINE,8.096,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/SILVERQUEEN-MILK-CHOCOLATE-ORIGINAL-28-GRAM-CASHEW-ALMOND-MEDE-COKLAT-CEMILAN-ANAK-28-GR-FRUIT-NUT-COKELAT-MATCHA-GREEN-TEA-GROSIR-MURAH-SNACK-MAKANAN-RINGAN-28gr-ALL-VARIAN-DARK-SILVER-QUEEN-VALENTINE-i.83981123.12475125667?sp_atk=54627459-212b-4736-8b40-730767546832&xptdk=54627459-212b-4736-8b40-730767546832,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,silverqueen milk chocolate original gram cashew almond mede coklat cemilan anak gr fruit nut cokelat matcha green tea grosir murah snack makan ringan gr all varian dark silver queen valentine
MIE LIDI 500ML / MIE LIDI KEMASAN BOX PIANGGANIS,5.000,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/MIE-LIDI-500ML-MIE-LIDI-KEMASAN-BOX-PIANGGANIS-i.193987068.13519744549?sp_atk=d0f29b66-ee43-4287-ae78-23cae33e53fe&xptdk=d0f29b66-ee43-4287-ae78-23cae33e53fe,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,mie lidi ml mie lidi kemas box piangganis
Pocky Wafer Stick Half Size- Netto 22 gr,3.850,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Pocky-Wafer-Stick-Half-Size-Netto-22-gr-i.1521932.7817605313?sp_atk=0c94ab47-0389-4a14-94e9-1e5b121bda7d&xptdk=0c94ab47-0389-4a14-94e9-1e5b121bda7d,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,pocky wafer stick half size netto gr
Momogi Snack Jagung Bakar Coklat Keju Rumput Laut Cappuccino Capucino Tutti Fruti,8.975,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Momogi-Snack-Jagung-Bakar-Coklat-Keju-Rumput-Laut-Cappuccino-Capucino-Tutti-Fruti-i.28647935.7159852908?sp_atk=3b4028ba-a50f-4b77-94be-27e99829e3ff&xptdk=3b4028ba-a50f-4b77-94be-27e99829e3ff,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,momogi snack jagung bakar coklat keju rumput laut cappuccino capucino tutti fruti
[ HALAL ] Snack Latiao Wulama Strip Kembang Tahu,13.990,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/-HALAL-Snack-Latiao-Wulama-Strip-Kembang-Tahu-i.221423324.23652322018?sp_atk=4e4c4d8a-739f-4d09-84a3-5454e0fce608&xptdk=4e4c4d8a-739f-4d09-84a3-5454e0fce608,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,halal snack latiao wulama strip kembang
[HALAL][100g] WULAMA Latiao/Gemilan snack VIRAL/ vegetarian/la tiao/LATIAO/Snack Latiao Wulama Strip Kembang Tahu,13.800,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/-HALAL-100g-WULAMA-Latiao-Gemilan-snack-VIRAL-vegetarian-la-tiao-LATIAO-Snack-Latiao-Wulama-Strip-Kembang-Tahu-i.23233171.23368719333?sp_atk=0128bc74-af3f-4c12-a59d-9676ad6e15dc&xptdk=0128bc74-af3f-4c12-a59d-9676ad6e15dc,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,halalg wulama latiaogemilan snack viral vegetarianla tiaolatiaosnack latiao wulama strip kembang
Manjun Nori HALAL Seaweed Rumput Laut Sushi Gimbap Korean Yaki Sushi Nori ISI 5pcs lembar sheet,10.990,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/Manjun-Nori-HALAL-Seaweed-Rumput-Laut-Sushi-Gimbap-Korean-Yaki-Sushi-Nori-ISI-5pcs-lembar-sheet-i.85576478.3159903005?sp_atk=a9292c93-f6e5-4a28-9c55-0ee274a50e31&xptdk=a9292c93-f6e5-4a28-9c55-0ee274a50e31,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,manjun nori halal seaweed rumput laut sushi gimbap korean yaki sushi nori isi pcs lembar sheet
[PREMIUM] MIE LIDI COKLAT LUMER RASA COKLAT PREMIUM KEMASAN BOX 500ML / MIE LIDI / JAJANAN JADUL,9.450,10RB+ Terjual,KAB. PASURUAN,https://shopee.co.id/-PREMIUM-MIE-LIDI-COKLAT-LUMER-RASA-COKLAT-PREMIUM-KEMASAN-BOX-500ML-MIE-LIDI-JAJANAN-JADUL-i.165950067.23738522119?sp_atk=c84525f0-4673-4599-91a5-5e8dd74622a7&xptdk=c84525f0-4673-4599-91a5-5e8dd74622a7,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,premium mie lidi coklat lumer coklat premium kemas box ml mie lidi jajan jadul
Kuaci Rebo 150gram / kuacirebo 150 / Kuaci bunga matahari 150gr HALAL,11.999,10RB+ Terjual,KAB. TANGERANG,https://shopee.co.id/Kuaci-Rebo-150gram-kuacirebo-150-Kuaci-bunga-matahari-150gr-HALAL-i.264345385.20011568983?sp_atk=41932b0e-f66f-4322-9043-0852e4221b0e&xptdk=41932b0e-f66f-4322-9043-0852e4221b0e,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,kuaci rebo gram kuacirebo kuaci bunga matahari gr halal
Snack Protein Anak Anti GTM - PROTY Original (Bundle 3 pcs) Chicken Chips - Bikin Lahap Anak Susah Makan (Gerakan Tutup Mulut),55.800,"2,9RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Snack-Protein-Anak-Anti-GTM-PROTY-Original-(Bundle-3-pcs)-Chicken-Chips-Bikin-Lahap-Anak-Susah-Makan-(Gerakan-Tutup-Mulut)-i.1096034061.25550120872?sp_atk=398d9a6d-da30-4be1-aa1e-707d550b2e9a&xptdk=398d9a6d-da30-4be1-aa1e-707d550b2e9a,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,snack protein anak anti gtm proty original bundle pcs chicken chips bikin lahap anak susah makan gera tutup mulut
[DELISH SNACKS] Aneka Snack Serba 3.000 / Cemilan Camilan 3 Ribu Bebas Pilih Rasa / Makanan Ringan,1.500,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/-DELISH-SNACKS-Aneka-Snack-Serba-3.000-Cemilan-Camilan-3-Ribu-Bebas-Pilih-Rasa-Makanan-Ringan-i.258417579.10136540081?sp_atk=38683fc3-f221-4f26-900e-63350a4c47bb&xptdk=38683fc3-f221-4f26-900e-63350a4c47bb,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,delish snacks aneka snack serba cemilan camil ribu bebas pilih makan ringan
Rumput Laut Kering Spinosum GRATIS HABBATUSSAUDA / Waroeng Rempah Murah,26.900,3RB Terjual,KOTA BANDUNG,https://shopee.co.id/Rumput-Laut-Kering-Spinosum-GRATIS-HABBATUSSAUDA-Waroeng-Rempah-Murah-i.1081850332.19686864895?sp_atk=a644c016-6ee5-4a71-97ea-dc2f354e62fa&xptdk=a644c016-6ee5-4a71-97ea-dc2f354e62fa,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,rumput laut kering spinosum gratis habbatussauda waroeng rempah murah
Nabati Rolls - Netto 20 x 8 gr,9.400,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Nabati-Rolls-Netto-20-x-8-gr-i.1521932.414822417?sp_atk=596f079d-1022-44a4-88be-7304600422ba&xptdk=596f079d-1022-44a4-88be-7304600422ba,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,nabati rolls netto x gr
Tango Wafer 39g All Variant - ( Coklat / Vanilla / Strawberry / Milky Chocolate ),1.400,10RB+ Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Tango-Wafer-39g-All-Variant-(-Coklat-Vanilla-Strawberry-Milky-Chocolate-)-i.37513253.23855870090?sp_atk=04d87006-a768-41e6-a570-e0a23a2ea01d&xptdk=04d87006-a768-41e6-a570-e0a23a2ea01d,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,tango wafer g all variant coklat vanilla strawberry milky chocolate
50G KERIPIK KERUPUK BUAH ANEKA RASA ASAL MALANG APEL NANGKA PISANG KERIPIK KRIPIK BUAH NAGA ANGGUR DURIAN MANGGA JAMBU STRAWBERRY FRUTACHIP PANJI FOOD CAMILAN OLEH2 OLEH KHAS BATU MALANG PISANG SALAK NANGKA APEL MANGGA RAMBUTAN NANAS FRUIT CHIP CHIPS,10.999,10RB+ Terjual,KOTA BANDAR LAMPUNG,https://shopee.co.id/50G-KERIPIK-KERUPUK-BUAH-ANEKA-RASA-ASAL-MALANG-APEL-NANGKA-PISANG-KERIPIK-KRIPIK-BUAH-NAGA-ANGGUR-DURIAN-MANGGA-JAMBU-STRAWBERRY-FRUTACHIP-PANJI-FOOD-CAMILAN-OLEH2-OLEH-KHAS-BATU-MALANG-PISANG-SALAK-NANGKA-APEL-MANGGA-RAMBUTAN-NANAS-FRUIT-CHIP-CHIPS-i.17030652.14009028626?sp_atk=c08f3aa0-1b9b-4edf-bc6f-a31a1605ab43&xptdk=c08f3aa0-1b9b-4edf-bc6f-a31a1605ab43,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,g keripik kerupuk buah aneka malang apel nangka pisang keripik kripik buah naga anggur durian mangga jambu strawberry frutachip panji food camil khas batu malang pisang salak nangka apel mangga rambutan nanas fruit chip chips
Fiona Keripik Buah dan Sayur Apel Nangka Okra Rambutan Paprika Mangga Bombay - Oleh Oleh Khas Malang Netto 50 Gram,10.500,10RB+ Terjual,KOTA BATU,https://shopee.co.id/Fiona-Keripik-Buah-dan-Sayur-Apel-Nangka-Okra-Rambutan-Paprika-Mangga-Bombay-Oleh-Oleh-Khas-Malang-Netto-50-Gram-i.539431042.13021333617?sp_atk=ac4fa54d-70c2-4934-b59e-b2e6ce363410&xptdk=ac4fa54d-70c2-4934-b59e-b2e6ce363410,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,fiona keripik buah sayur apel nangka okra rambutan paprika mangga bombay khas malang netto gram
Hello Panda Renceng - Netto 10 bks x 12 gr,9.800,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Hello-Panda-Renceng-Netto-10-bks-x-12-gr-i.1521932.2016175644?sp_atk=fe781c4b-589e-4bb6-986a-26bb921602e2&xptdk=fe781c4b-589e-4bb6-986a-26bb921602e2,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,hello panda renceng netto bks x gr
BASRENG VIRAL 1KG / BASRENG RASAUNA/ BAKSO GORENG,35.100,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/BASRENG-VIRAL-1KG-BASRENG-RASAUNA-BAKSO-GORENG-i.495574432.9082763558?sp_atk=c5946a57-bdd2-4955-8692-443a4ceb4430&xptdk=c5946a57-bdd2-4955-8692-443a4ceb4430,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,basreng viral kg basreng rasauna bakso goreng
Nabati AHH - Netto 20 x 5gr,9.500,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Nabati-AHH-Netto-20-x-5gr-i.1521932.414825390?sp_atk=01e45eb9-65d2-442c-a480-6f7054cbc9b8&xptdk=01e45eb9-65d2-442c-a480-6f7054cbc9b8,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,nabati ahh netto x gr
[Halal] Wulama Latiao Cemilan Pedas Halal 70gr,11.500,"2,6RB Terjual",KOTA JAKARTA UTARA,https://shopee.co.id/-Halal-Wulama-Latiao-Cemilan-Pedas-Halal-70gr-i.1019605989.25406965773?sp_atk=15d48c8a-8136-42c8-8546-095dcd8d1510&xptdk=15d48c8a-8136-42c8-8546-095dcd8d1510,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,halal wulama latiao cemilan pedas halal gr
[HALAL] WULAMA Gluten 100g (Cemilan Snack VIRAL) latiao  /la tiao CHOCHO88,10.999,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/-HALAL-WULAMA-Gluten-100g-(Cemilan-Snack-VIRAL)-latiao-la-tiao-CHOCHO88-i.20730267.22079753996?sp_atk=01036cda-b56b-4d80-a837-905ff69d97c2&xptdk=01036cda-b56b-4d80-a837-905ff69d97c2,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,halal wulama gluten g cemilan snack viral latiao la tiao chocho
KERIPIK KACA 500gr / KERIPIK KACA DAUN JERUK / KRIPIK KACA / KRIPIK BELING,20.900,10RB+ Terjual,KAB. BOGOR,https://shopee.co.id/KERIPIK-KACA-500gr-KERIPIK-KACA-DAUN-JERUK-KRIPIK-KACA-KRIPIK-BELING-i.97050279.13266354092?sp_atk=26c9a1e5-f4fd-41f1-8fbc-01cebdfebc0c&xptdk=26c9a1e5-f4fd-41f1-8fbc-01cebdfebc0c,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,keripik kaca gr keripik kaca daun jeruk kripik kaca kripik beling
BASRENG VIRAL SULTAN 1 KG EXTRA DAUN JERUK BASO GORENG BASRENG,31.800,10RB+ Terjual,KAB. TASIKMALAYA,https://shopee.co.id/BASRENG-VIRAL-SULTAN-1-KG-EXTRA-DAUN-JERUK-BASO-GORENG-BASRENG-i.758823354.23633229581?sp_atk=9d801358-026e-40a7-8d41-3c4a501d368b&xptdk=9d801358-026e-40a7-8d41-3c4a501d368b,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,basreng viral sultan kg extra daun jeruk baso goreng basreng
STIK SUKUN MENTEGA 1KG KERIPIK STIK SUKUN 500GR STIK SUKUN CILACAP CAMILAN KERIPIK SUKUN KILOAN,30.000,9RB Terjual,KAB. KEDIRI,https://shopee.co.id/STIK-SUKUN-MENTEGA-1KG-KERIPIK-STIK-SUKUN-500GR-STIK-SUKUN-CILACAP-CAMILAN-KERIPIK-SUKUN-KILOAN-i.121922069.3276090216?sp_atk=1d161ce4-8f02-4268-804d-e81f36152294&xptdk=1d161ce4-8f02-4268-804d-e81f36152294,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,stik sukun mentega kg keripik stik sukun gr stik sukun cilacap camil keripik sukun kilo
[ HALAL ] WULAMA Snack Latiao Mini Vegetarian,7.990,10RB+ Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/-HALAL-WULAMA-Snack-Latiao-Mini-Vegetarian-i.221423324.21092249948?sp_atk=c417a1af-9ae0-43b6-b2ca-4350f8f129b6&xptdk=c417a1af-9ae0-43b6-b2ca-4350f8f129b6,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,halal wulama snack latiao mini vegetarian
100% Original Grandville Abon Sapi Ayam ikan fish floss original spicy 100g  MPASI Bayi crunchy Beef Chicken Abon Grand Ville  anak anak dewasa,37.950,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/100-Original-Grandville-Abon-Sapi-Ayam-ikan-fish-floss-original-spicy-100g-MPASI-Bayi-crunchy-Beef-Chicken-Abon-Grand-Ville-anak-anak-dewasa-i.50807043.15028811951?sp_atk=97901057-6bd9-4ac3-9d9f-818f31bd9775&xptdk=97901057-6bd9-4ac3-9d9f-818f31bd9775,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,original grandville abon sapi ayam ikan fish floss original spicy g mpasi bayi crunchy beef chicken abon grand ville anak anak dewasa
pilus pedas / pilus rujak lili 500 gram,16.000,"7,2RB Terjual",KOTA BANDUNG,https://shopee.co.id/pilus-pedas-pilus-rujak-lili-500-gram-i.815657682.12595150062?sp_atk=7ab57e5d-3bc6-430c-8728-ee6d45fb5362&xptdk=7ab57e5d-3bc6-430c-8728-ee6d45fb5362,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,pilus pedas pilus rujak lili gram
1kg keripik usus ayam pedas daun jeruk,49.999,"1,6RB Terjual",KAB. GRESIK,https://shopee.co.id/1kg-keripik-usus-ayam-pedas-daun-jeruk-i.33759271.22383855925?sp_atk=c51d2d1f-9582-43a5-8439-77730610e3fb&xptdk=c51d2d1f-9582-43a5-8439-77730610e3fb,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,kg keripik usus ayam pedas daun jeruk
"Keripik Buah & Sayur Kualitas Ekspor | Kemasan 65-90gr Nangka, Apel, Salak, Mangga, Pisang Durian, Tape",9.900,10RB+ Terjual,KAB. MALANG,https://shopee.co.id/Keripik-Buah-Sayur-Kualitas-Ekspor-Kemasan-65-90gr-Nangka-Apel-Salak-Mangga-Pisang-Durian-Tape-i.51656607.4325766907?sp_atk=0eb98d62-99c2-49a3-b340-575684d7640f&xptdk=0eb98d62-99c2-49a3-b340-575684d7640f,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,keripik buah sayur kualitas ekspor kemas gr nangka apel salak mangga pisang durian tape
[ PROMO 12.12 ] KURMA AL QASSIM EMBER PREMIUM EXP 2026 GROSIR,13.650,"3,7RB Terjual",KAB. TANGERANG,https://shopee.co.id/-PROMO-12.12-KURMA-AL-QASSIM-EMBER-PREMIUM-EXP-2026-GROSIR-i.225745977.23614073039?sp_atk=4c8076a1-a0bb-4e90-8084-3a95b2e58de8&xptdk=4c8076a1-a0bb-4e90-8084-3a95b2e58de8,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,promo kurma al qassim ember premium exp grosir
PROMO Aneka KACANG KUPAS Tuban Terlaris,15.999,8RB Terjual,KAB. BEKASI,https://shopee.co.id/PROMO-Aneka-KACANG-KUPAS-Tuban-Terlaris-i.83917804.6488590978?sp_atk=25b4d092-3885-4cd8-a6d0-b4d84ff204fa&xptdk=25b4d092-3885-4cd8-a6d0-b4d84ff204fa,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,promo aneka kacang kupas tuban laris
Cokelat Coklat Arab Batu Krikil Kerikil Premium Asli 100 Gram Khas Arab dan Turkey / Turki Untuk Oleh Oleh Haji dan Umroh,7.899,"1,9RB Terjual",KOTA JAKARTA TIMUR,https://shopee.co.id/Cokelat-Coklat-Arab-Batu-Krikil-Kerikil-Premium-Asli-100-Gram-Khas-Arab-dan-Turkey-Turki-Untuk-Oleh-Oleh-Haji-dan-Umroh-i.774260903.22388968733?sp_atk=8551efcb-2208-41b6-a6f1-d3ef5cd41714&xptdk=8551efcb-2208-41b6-a6f1-d3ef5cd41714,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,cokelat coklat arab batu krikil kerikil premium asli gram khas arab turkey turki haji umroh
Grandville Abon Sapi Original 100gr / Abon Anak No MSG Halal Mpasi BB Booster MPASI Bayi Penambah Berat Badan,38.900,"9,7RB Terjual",KOTA TANGERANG SELATAN,https://shopee.co.id/Grandville-Abon-Sapi-Original-100gr-Abon-Anak-No-MSG-Halal-Mpasi-BB-Booster-MPASI-Bayi-Penambah-Berat-Badan-i.34286955.16034118439?sp_atk=8c90f342-0821-4a06-9748-cfe8e1b26eea&xptdk=8c90f342-0821-4a06-9748-cfe8e1b26eea,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,grandville abon sapi original gr abon anak no msg halal mpasi bb booster mpasi bayi tambah berat badan
BASRENG DAUN JERUK 1 KILOGRAM,35.100,"3,2RB Terjual",KAB. BANDUNG,https://shopee.co.id/BASRENG-DAUN-JERUK-1-KILOGRAM-i.1099503129.23458662932?sp_atk=76833a00-d550-430e-95e9-e81463363e4f&xptdk=76833a00-d550-430e-95e9-e81463363e4f,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,basreng daun jeruk kilogram
Sushi Nori Seaweed Rumput Laut Panggang / Sushi Nori Sakao HALAL 5/10/20/50 Sheets/lembar,88.000,10RB+ Terjual,KOTA CIMAHI,https://shopee.co.id/Sushi-Nori-Seaweed-Rumput-Laut-Panggang-Sushi-Nori-Sakao-HALAL-5-10-20-50-Sheets-lembar-i.750846521.8899172227?sp_atk=49a4b4bb-4d0c-4056-827d-3e4f2801afff&xptdk=49a4b4bb-4d0c-4056-827d-3e4f2801afff,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,sushi nori seaweed rumput laut panggang sushi nori sakao halal sheetslembar
cuanki lidah isi 150 biji,32.998,10RB+ Terjual,KAB. GRESIK,https://shopee.co.id/cuanki-lidah-isi-150-biji-i.33759271.19316573173?sp_atk=ee5c200a-73f8-4014-b70e-8ab9d373d7a8&xptdk=ee5c200a-73f8-4014-b70e-8ab9d373d7a8,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,cuanki lidah isi biji
KULIT CRISPY NYEMILSAJI 100 GRAM,17.623,10RB+ Terjual,KAB. BANDUNG,https://shopee.co.id/KULIT-CRISPY-NYEMILSAJI-100-GRAM-i.70550410.14827220636?sp_atk=1ae95d8f-14bd-4bbf-97a3-6f2fd4e7827d&xptdk=1ae95d8f-14bd-4bbf-97a3-6f2fd4e7827d,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,kulit crispy nyemilsaji gram
APELICIOUS KERIPIK BAWANG MERAH / BAWANG PUTIH FRUTA CHIPS APELICIOUS,69.200,"7,4RB Terjual",KOTA MALANG,https://shopee.co.id/APELICIOUS-KERIPIK-BAWANG-MERAH-BAWANG-PUTIH-FRUTA-CHIPS-APELICIOUS-i.11506929.21193058750?sp_atk=e99ffb69-29ea-4645-9d4f-224ce98ee0bf&xptdk=e99ffb69-29ea-4645-9d4f-224ce98ee0bf,https://shopee.co.id/Makanan-Ringan-cat.11043451.11043453,apelicious keripik bawang merah bawang putih fruta chips apelicious
